"","sig_id","cell_iname","conditionId"
"1107","CPC005_A375_6H:BRD-K56429665-001-03-9:10","A375","calcipotriol_10 uM_6 h"
"1108","CPC011_A375_6H:BRD-K94441233-001-09-8:10","A375","mevastatin_10 uM_6 h"
"1109","CPC013_A375_6H:BRD-K56334280-001-01-0:10","A375","amonafide_10 uM_6 h"
"1110","CPC005_A375_24H:BRD-K43796186-001-01-1:10","A375","BRD-K43796186_10 uM_24 h"
"1111","CPC020_HT29_6H:BRD-K83636919-001-01-4:10","HT29","entacapone_10 uM_6 h"
"1112","CPC010_HT29_6H:BRD-A24643465-001-05-3:10","HT29","BRD-A24643465_10 uM_6 h"
"1113","CPC010_HT29_6H:BRD-A18411371-001-10-6:10","HT29","BRD-A18411371_10 uM_6 h"
"1114","CPC016_A375_6H:BRD-K35708212-331-03-1:10","A375","ouabain_10 uM_6 h"
"1115","CPC015_A375_6H:BRD-A68930007-001-03-1:10","A375","ouabain_10 uM_6 h"
"1116","CPC006_A375_6H:A15","A375","narciclasine_10 uM_6 h"
"1117","CPC012_HT29_6H:BRD-K11883928-001-01-8:10","HT29","BRD-K11883928_10 uM_6 h"
"1118","CPC012_A375_6H:O14","A375","BRD-K68202742_10 uM_6 h"
"1119","CPC016_HT29_6H:BRD-A17065207-001-06-9:10","HT29","brefeldin-a_10 uM_6 h"
"1120","CPC017_HT29_6H:BRD-K84987553-001-01-1:10","HT29","MDM2-inhibitor_10 uM_6 h"
"1121","CPC018_A375_6H:BRD-K31491153-001-01-2:10","A375","1-phenylbiguanide_10 uM_6 h"
"1122","CPC008_A375_6H:F14","A375","BRD-K61718261_10 uM_6 h"
"1123","CPC008_A375_6H:P23","A375","BRD-K53780220_10 uM_6 h"
"1124","CPC013_A375_6H:BRD-A50796384-001-01-3:10","A375","NK26-I-41-1_10 uM_6 h"
"1125","CPC006_HT29_24H:BRD-K01292756-001-10-2:10","HT29","pimozide_10 uM_24 h"
"1126","CPC012_A375_6H:A10","A375","BRD-A27640568_10 uM_6 h"
"1127","CPC017_HT29_6H:BRD-K65814004-003-01-1:10","HT29","diphenyleneiodonium_10 uM_6 h"
"1128","CPC012_HT29_6H:BRD-K86472598-001-02-7:10","HT29","MD-II-051_10 uM_6 h"
"1129","CPC018_A375_6H:BRD-A50928468-001-03-7:10","A375","norgestrel_10 uM_6 h"
"1130","CPC018_A375_6H:BRD-K21064560-001-01-6:10","A375","BRD-K21064560_10 uM_6 h"
"1131","CPC006_A375_24H:BRD-K10705233-003-02-8:40","A375","GW-405833_40 uM_24 h"
"1132","CPC008_A375_6H:G18","A375","VU-0415113-1_10 uM_6 h"
"1133","CPC015_HT29_6H:BRD-K22503835-001-06-0:10","HT29","scriptaid_10 uM_6 h"
"1134","CPC015_HT29_6H:BRD-A31204924-001-07-6:10","HT29","mitotane_10 uM_6 h"
"1135","CPC005_A375_24H:BRD-K50464341-001-02-6:10","A375","berbamine_10 uM_24 h"
"1136","CPC019_A375_6H:BRD-K60067222-001-01-1:10","A375","BRD-K60067222_10 uM_6 h"
"1137","CPC008_HT29_6H:BRD-K77547509-001-01-7:10","HT29","ML-179_10 uM_6 h"
"1138","CPC012_A375_6H:F13","A375","STK-661558_10 uM_6 h"
"1139","CPC014_HT29_6H:BRD-M30523314-002-01-5:10","HT29","vinorelbine_10 uM_6 h"
"1140","CPC005_HT29_6H:BRD-A66199457-001-02-2:10","HT29","asiaticoside_10 uM_6 h"
"1141","CPC013_A375_6H:BRD-K63425657-001-01-2:10","A375","NP-010914_10 uM_6 h"
"1142","CPC017_A375_6H:BRD-K67013324-001-01-5:10","A375","luzindole_10 uM_6 h"
"1143","CPC007_HT29_24H:BRD-K16472144-001-05-4:10","HT29","BRD-K16472144_10 uM_24 h"
"1144","CPC006_A375_6H:K02","A375","BRD-K56411643_10 uM_6 h"
"1145","CPC006_HT29_24H:BRD-K94325918-001-03-8:10","HT29","kinetin-riboside_10 uM_24 h"
"1146","CPC004_HT29_6H:BRD-K55191674-237-12-6:10","HT29","benzylpenicillin_10 uM_6 h"
"1147","CPC016_A375_6H:BRD-K07762753-001-02-8:10","A375","aminopurvalanol-a_10 uM_6 h"
"1148","CPC016_A375_6H:BRD-K47631482-003-03-9:10","A375","bromhexine_10 uM_6 h"
"1149","CPC008_HT29_6H:BRD-K84881516-001-01-2:10","HT29","BRD-K84881516_10 uM_6 h"
"1150","CPC017_HT29_6H:BRD-A62336480-001-02-5:10","HT29","niguldipine_10 uM_6 h"
"1151","CPC019_HT29_6H:BRD-K35424586-001-02-4:10","HT29","SA-247714_10 uM_6 h"
"1152","CPC009_HT29_6H:BRD-K11778076-001-01-0:10","HT29","BRD-K11778076_10 uM_6 h"
"1153","CPC013_A375_6H:BRD-K72451865-001-01-5:10","A375","BRD-K72451865_10 uM_6 h"
"1154","CPC015_A375_6H:BRD-K95435023-001-01-0:10","A375","PHA-665752_10 uM_6 h"
"1155","CPC007_HT29_24H:BRD-K27484191-001-07-4:10","HT29","BRD-K27484191_10 uM_24 h"
"1156","CPC004_HT29_6H:BRD-K14920963-304-01-9:10","HT29","erythrosine_10 uM_6 h"
"1157","CPC011_HT29_6H:BRD-K88304388-045-14-6:10","HT29","dextrorphan_10 uM_6 h"
"1158","CPC009_A375_6H:BRD-K21773564-001-01-8:10","A375","BRD-K21773564_10 uM_6 h"
"1159","CPC012_A375_6H:C16","A375","MD-II-051_10 uM_6 h"
"1160","CPC017_HT29_6H:BRD-K60230970-001-04-3:10","HT29","MG-132_10 uM_6 h"
"1161","CPC008_A375_6H:K08","A375","BRD-K10361096_10 uM_6 h"
"1162","CPC005_HT29_24H:BRD-K55424922-003-01-0:10","HT29","anpirtoline_10 uM_24 h"
"1163","CPC007_A375_24H:BRD-K71172276-001-05-2:10","A375","BRD-K71172276_10 uM_24 h"
"1164","CPC006_HT29_24H:BRD-K12994359-001-07-7:177.6","HT29","valdecoxib_200 uM_24 h"
"1165","CPC013_HT29_6H:G09","HT29","entinostat_10 uM_6 h"
"1166","CPC018_HT29_6H:BRD-K41567364-001-01-2:10","HT29","SB-334867_10 uM_6 h"
"1167","CPC020_A375_6H:BRD-K93034159-001-14-2:10","A375","cladribine_10 uM_6 h"
"1168","CPC020_A375_6H:BRD-K35573744-001-05-0:10","A375","erbstatin-analog_10 uM_6 h"
"1169","CPC006_A375_24H:BRD-K86574132-001-04-9:48","A375","BRD-K86574132_50 uM_24 h"
"1170","CPC014_HT29_6H:BRD-A06929388-001-01-1:10","HT29","CVF-SUMO-13_10 uM_6 h"
"1171","CPC008_A375_6H:B13","A375","BRD-A31946439_10 uM_6 h"
"1172","CPC008_A375_6H:C19","A375","BRD-K86631041_10 uM_6 h"
"1173","CPC019_A375_6H:BRD-K48803730-001-01-1:10","A375","BRD-K48803730_10 uM_6 h"
"1174","CPC006_HT29_24H:BRD-K81651477-001-03-5:20","HT29","parthenolide_20 uM_24 h"
"1175","CPC012_HT29_6H:BRD-K19624190-001-01-9:10","HT29","BRD-K19624190_10 uM_6 h"
"1176","CPC005_A375_24H:BRD-K63430059-001-09-9:10","A375","methoxsalen_10 uM_24 h"
"1177","CPC005_HT29_24H:BRD-A18419789-001-01-4:10","HT29","etoposide_10 uM_24 h"
"1178","CPC007_HT29_24H:BRD-K39345836-001-05-8:10","HT29","BRD-K39345836_10 uM_24 h"
"1179","CPC006_HT29_24H:BRD-K73261812-001-01-1:10","HT29","BRD-K73261812_10 uM_24 h"
"1180","CPC012_HT29_6H:BRD-K56196992-001-01-2:10","HT29","BRD-K56196992_10 uM_6 h"
"1181","CPC009_HT29_6H:BRD-K03829970-019-01-0:10","HT29","BRD-K03829970_10 uM_6 h"
"1182","CPC012_A375_6H:G03","A375","WT-171_10 uM_6 h"
"1183","CPC012_A375_6H:G22","A375","thiostrepton_10 uM_6 h"
"1184","CPC012_A375_6H:A13","A375","BRD-K21672423_10 uM_6 h"
"1185","CPC018_A375_6H:BRD-K13169950-001-04-5:10","A375","NSC-3852_10 uM_6 h"
"1186","CPC006_A375_24H:BRD-K21672174-001-02-2:160","A375","Ro-28-1675_150 uM_24 h"
"1187","CPC006_A375_24H:BRD-A62809825-001-01-7:10","A375","thapsigargin_10 uM_24 h"
"1188","CPC006_A375_24H:BRD-K33583600-001-09-6:10","A375","BRD-K33583600_10 uM_24 h"
"1189","CPC004_A375_6H:BRD-K03670461-001-02-0:10","A375","BRD-K03670461_10 uM_6 h"
"1190","CPC005_A375_6H:BRD-K09991945-001-02-0:10","A375","BRD-K09991945_10 uM_6 h"
"1191","CPC012_HT29_6H:BRD-K56596360-001-01-7:10","HT29","BRD-K56596360_10 uM_6 h"
"1192","CPC005_A375_24H:BRD-K39520573-001-01-2:10","A375","GW-5074_10 uM_24 h"
"1193","CPC007_A375_24H:BRD-K32821942-001-12-2:10","A375","azathioprine_10 uM_24 h"
"1194","CPC007_HT29_24H:BRD-K25150581-001-05-5:10","HT29","BRD-K25150581_10 uM_24 h"
"1195","CPC020_A375_6H:BRD-K60895275-001-06-0:10","A375","BRD-K60895275_10 uM_6 h"
"1196","CPC006_A375_24H:BRD-K92991072-001-02-3:10","A375","PAC-1_10 uM_24 h"
"1197","CPC004_A375_6H:BRD-K46317332-003-10-3:10","A375","proadifen_10 uM_6 h"
"1198","CPC019_A375_6H:BRD-K32238524-001-01-8:10","A375","BRD-K32238524_10 uM_6 h"
"1199","CPC012_A375_6H:P01","A375","BRD-A10330754_10 uM_6 h"
"1200","CPC016_HT29_6H:BRD-K87510569-001-01-0:10","HT29","RS-504393_10 uM_6 h"
"1201","CPC018_HT29_6H:BRD-K43860855-065-03-6:10","HT29","iobenguane_10 uM_6 h"
"1202","CPC012_HT29_6H:BRD-K56518176-001-01-5:10","HT29","BRD-K56518176_10 uM_6 h"
"1203","CPC007_HT29_24H:BRD-A24021119-001-06-0:10","HT29","BRD-A24021119_10 uM_24 h"
"1204","CPC006_HT29_6H:D06","HT29","Ro-28-1675_150 uM_6 h"
"1205","CPC008_HT29_6H:BRD-K81592585-001-05-5:10","HT29","DM-55-3_10 uM_6 h"
"1206","CPC018_A375_6H:BRD-K15616905-001-01-5:10","A375","CCCP_10 uM_6 h"
"1207","CPC018_A375_6H:BRD-A46747628-001-01-9:10","A375","ouabain_10 uM_6 h"
"1208","CPC006_A375_24H:BRD-A75517195-001-01-3:40","A375","thiazolopyrimidine_40 uM_24 h"
"1209","CPC006_A375_24H:BRD-K19216856-001-02-7:88.8","A375","BRD-K19216856_90 uM_24 h"
"1210","CPC014_HT29_6H:BRD-K83972459-001-01-9:10","HT29","JWE-035_10 uM_6 h"
"1211","CPC011_A375_6H:BRD-K88304388-045-14-6:10","A375","dextrorphan_10 uM_6 h"
"1212","CPC006_HT29_6H:I05","HT29","ingenol_10 uM_6 h"
"1213","CPC006_HT29_6H:H19","HT29","quinoclamine_12 uM_6 h"
"1214","CPC008_HT29_6H:BRD-K63308290-019-01-5:10","HT29","BRD-K63308290_10 uM_6 h"
"1215","CPC017_HT29_6H:BRD-K07691486-001-04-9:10","HT29","roscovitine_10 uM_6 h"
"1216","CPC014_HT29_6H:BRD-K32836707-001-01-8:10","HT29","CAY-10577_10 uM_6 h"
"1217","CPC013_A375_6H:BRD-K82685933-001-02-2:10","A375","BRD-K82685933_10 uM_6 h"
"1218","CPC013_A375_6H:BRD-K49810818-001-01-0:10","A375","sorafenib_10 uM_6 h"
"1219","CPC005_A375_24H:BRD-K82577285-001-01-7:10","A375","dipropyl-dopamine_10 uM_24 h"
"1220","CPC007_HT29_24H:BRD-K85275009-001-05-1:10","HT29","BRD-K85275009_10 uM_24 h"
"1221","CPC012_A375_6H:K18","A375","BRD-K30381304_10 uM_6 h"
"1222","CPC019_HT29_6H:BRD-K86027709-001-01-7:10","HT29","BRD-K86027709_10 uM_6 h"
"1223","CPC020_A375_6H:BRD-K77877933-001-01-4:10","A375","I-606061_10 uM_6 h"
"1224","CPC009_HT29_6H:BRD-A82197375-001-04-1:10","HT29","BRD-A82197375_10 uM_6 h"
"1225","CPC015_A375_6H:BRD-A22032524-074-04-0:10","A375","amlodipine_10 uM_6 h"
"1226","CPC012_A375_6H:K22","A375","BRD-K10484463_10 uM_6 h"
"1227","CPC006_A375_24H:BRD-K53792571-001-02-8:80","A375","inhibitor-BEC_80 uM_24 h"
"1228","CPC004_A375_6H:BRD-A29426959-050-07-4:10","A375","carbinoxamine_10 uM_6 h"
"1229","CPC009_HT29_6H:BRD-K83670234-001-01-1:10","HT29","BRD-K83670234_10 uM_6 h"
"1230","CPC011_A375_6H:BRD-A64297288-001-07-0:10","A375","amlodipine_10 uM_6 h"
"1231","CPC013_A375_6H:BRD-K49865102-001-01-9:10","A375","PD-0325901_10 uM_6 h"
"1232","CPC015_A375_6H:BRD-K39120595-304-03-9:10","A375","bithionol_10 uM_6 h"
"1233","CPC006_HT29_24H:BRD-A71390734-001-01-7:0.08","HT29","idarubicin_0.08 uM_24 h"
"1234","CPC008_A375_6H:C01","A375","BRD-K68833544_10 uM_6 h"
"1235","CPC015_A375_6H:BRD-K88625236-001-03-4:10","A375","nonoxynol-9_10 uM_6 h"
"1236","CPC015_HT29_6H:BRD-K31912990-003-01-0:10","HT29","CGP-71683_10 uM_6 h"
"1237","CPC006_A375_24H:BRD-K28907958-001-02-7:11.1","A375","CD-437_12 uM_24 h"
"1238","CPC006_HT29_24H:BRD-A43331270-001-01-6:10","HT29","niguldipine_10 uM_24 h"
"1239","CPC006_HT29_24H:BRD-K91623615-001-01-9:10","HT29","ABT-751_10 uM_24 h"
"1240","CPC012_A375_6H:P24","A375","BRD-A62200266_10 uM_6 h"
"1241","CPC019_HT29_6H:BRD-K67870070-001-01-4:10","HT29","SA-247615_10 uM_6 h"
"1242","CPC020_A375_6H:BRD-K03406345-001-11-2:10","A375","azacitidine_10 uM_6 h"
"1243","CPC004_A375_6H:BRD-A29082194-001-02-4:10","A375","gitoxigenin_10 uM_6 h"
"1244","CPC005_HT29_24H:BRD-K59637651-001-01-4:10","HT29","NSC-119889_10 uM_24 h"
"1245","CPC008_HT29_6H:BRD-A89104433-019-01-8:10","HT29","VU-0415556-1_10 uM_6 h"
"1246","CPC013_HT29_6H:P24","HT29","BRD-K66359319_10 uM_6 h"
"1247","CPC013_A375_6H:BRD-K83643280-001-01-1:10","A375","BG-FA-0953_10 uM_6 h"
"1248","CPC015_HT29_6H:BRD-A50737080-001-01-4:10","HT29","CGK-733_10 uM_6 h"
"1249","CPC005_HT29_24H:BRD-A78360835-001-01-1:10","HT29","cercosporin_10 uM_24 h"
"1250","CPC005_HT29_24H:BRD-A68039575-001-02-5:10","HT29","BRD-A68039575_10 uM_24 h"
"1251","CPC019_A375_6H:BRD-K60297835-001-01-3:10","A375","BRD-K60297835_10 uM_6 h"
"1252","CPC006_HT29_24H:BRD-K08589866-001-01-0:10","HT29","linsitinib_10 uM_24 h"
"1253","CPC012_A375_6H:K20","A375","BRD-K29003210_10 uM_6 h"
"1254","CPC012_HT29_6H:BRD-K03736784-001-01-1:10","HT29","BRD-K03736784_10 uM_6 h"
"1255","CPC006_A375_24H:BRD-K76703230-001-01-3:0.31","A375","YM-155_0.3 uM_24 h"
"1256","CPC008_A375_6H:P20","A375","KU-C103670_10 uM_6 h"
"1257","CPC019_A375_6H:BRD-K30802967-001-01-7:10","A375","BRD-K30802967_10 uM_6 h"
"1258","CPC018_HT29_6H:BRD-K73395020-001-01-5:10","HT29","ARP-101_10 uM_6 h"
"1259","CPC020_HT29_6H:BRD-A75144621-001-02-8:10","HT29","digoxin_10 uM_6 h"
"1260","CPC017_HT29_6H:BRD-K06426971-001-01-9:10","HT29","ryuvidine_10 uM_6 h"
"1261","CPC010_A375_6H:E03","A375","BRD-K53932786_10 uM_6 h"
"1262","CPC004_A375_6H:BRD-K24132293-001-13-7:10","A375","piperlongumine_10 uM_6 h"
"1263","CPC012_HT29_6H:BRD-A41250203-001-01-2:10","HT29","GP-42_10 uM_6 h"
"1264","CPC015_A375_6H:BRD-A73909368-001-01-5:10","A375","dactinomycin_10 uM_6 h"
"1265","CPC010_HT29_6H:BRD-A04327189-001-11-0:10","HT29","synephrine_10 uM_6 h"
"1266","CPC017_HT29_6H:BRD-K32906660-001-01-4:10","HT29","bis-tyrphostin_10 uM_6 h"
"1267","CPC018_A375_6H:BRD-K26241953-001-01-0:10","A375","piceatannol_10 uM_6 h"
"1268","CPC006_A375_24H:BRD-K32330832-001-01-0:11.1","A375","VER-155008_12 uM_24 h"
"1269","CPC008_A375_6H:C05","A375","VU-0415556-1_10 uM_6 h"
"1270","CPC008_A375_6H:F10","A375","BRD-K57238941_10 uM_6 h"
"1271","CPC009_HT29_6H:BRD-K96147838-001-01-5:10","HT29","BRD-K96147838_10 uM_6 h"
"1272","CPC019_A375_6H:BRD-K28120860-001-02-4:10","A375","KM-03949SC_10 uM_6 h"
"1273","CPC020_HT29_6H:BRD-K99017327-001-01-5:10","HT29","BRD-K99017327_10 uM_6 h"
"1274","CPC008_HT29_6H:BRD-K44640865-019-01-0:10","HT29","VU-0365121-1_10 uM_6 h"
"1275","CPC018_HT29_6H:BRD-K17110974-001-04-7:10","HT29","aristolochic-acid_10 uM_6 h"
"1276","CPC019_HT29_6H:BRD-K86899078-001-01-2:10","HT29","BRD-K86899078_10 uM_6 h"
"1277","CPC018_A375_6H:BRD-K36055864-001-09-3:10","A375","cycloheximide_10 uM_6 h"
"1278","CPC006_HT29_24H:BRD-K27316855-001-02-6:1","HT29","calcitriol_1.11 uM_24 h"
"1279","CPC012_A375_6H:B21","A375","BRD-K70771662_10 uM_6 h"
"1280","CPC005_A375_24H:BRD-K95655893-001-01-0:10","A375","MAZ-51_10 uM_24 h"
"1281","CPC008_A375_6H:L06","A375","BRD-K30836161_10 uM_6 h"
"1282","CPC013_A375_6H:BRD-A02333338-001-01-1:10","A375","cyclopamine_10 uM_6 h"
"1283","CPC011_HT29_6H:BRD-K82109576-065-20-2:10","HT29","vincristine_10 uM_6 h"
"1284","CPC004_HT29_6H:BRD-K04548931-003-05-8:10","HT29","epirubicin_10 uM_6 h"
"1285","CPC010_HT29_6H:BRD-K15715913-001-05-6:10","HT29","fluperlapine_10 uM_6 h"
"1286","CPC008_HT29_6H:BRD-A21406558-001-01-5:10","HT29","BRD-A21406558_10 uM_6 h"
"1287","CPC005_A375_24H:BRD-A26787626-001-02-9:10","A375","cyclopiazonic-acid_10 uM_24 h"
"1288","CPC007_HT29_24H:BRD-A09719808-001-02-3:10","HT29","BRD-A09719808_10 uM_24 h"
"1289","CPC020_HT29_6H:BRD-A49848186-003-01-2:10","HT29","BRD-A49848186_10 uM_6 h"
"1290","CPC012_A375_6H:A19","A375","BRD-K04534322_10 uM_6 h"
"1291","CPC018_HT29_6H:BRD-K77830450-001-02-4:10","HT29","forskolin_10 uM_6 h"
"1292","CPC008_A375_6H:A05","A375","BRD-K59470558_10 uM_6 h"
"1293","CPC006_HT29_24H:BRD-K05653692-003-04-7:64","HT29","DL-PDMP_60 uM_24 h"
"1294","CPC016_A375_6H:BRD-K91370081-001-10-3:10","A375","anisomycin_10 uM_6 h"
"1295","CPC008_HT29_6H:BRD-K35046132-001-01-6:10","HT29","BRD-K35046132_10 uM_6 h"
"1296","CPC012_A375_6H:K14","A375","BRD-K09661167_10 uM_6 h"
"1297","CPC019_HT29_6H:BRD-K46373671-001-01-8:10","HT29","BRD-K46373671_10 uM_6 h"
"1298","CPC012_HT29_6H:BRD-K26818574-001-03-0:10","HT29","BIX-01294_10 uM_6 h"
"1299","CPC006_A375_24H:BRD-A75817871-001-04-2:40","A375","blebbistatin_40 uM_24 h"
"1300","CPC019_A375_6H:BRD-K58288048-001-01-9:10","A375","BRD-K58288048_10 uM_6 h"
"1301","CPC006_HT29_6H:D19","HT29","CHEMBL-1222381_80 uM_6 h"
"1302","CPC013_HT29_6H:O10","HT29","JW-7-24-1_10 uM_6 h"
"1303","CPC018_HT29_6H:BRD-K18787491-001-07-8:10","HT29","U-0126_10 uM_6 h"
"1304","CPC020_A375_6H:BRD-K72732164-001-01-6:10","A375","BRD-K72732164_10 uM_6 h"
"1305","CPC009_HT29_6H:BRD-A11095214-001-04-8:10","HT29","BRD-A11095214_10 uM_6 h"
"1306","CPC010_A375_6H:P04","A375","BRD-A89049230_10 uM_6 h"
"1307","CPC019_A375_6H:BRD-K99502566-001-01-6:10","A375","BRD-K99502566_10 uM_6 h"
"1308","CPC006_HT29_6H:A24","HT29","BRD-K04887706_10 uM_6 h"
"1309","CPC018_A375_6H:BRD-K14765469-003-02-3:10","A375","vesamicol_10 uM_6 h"
"1310","CPC007_HT29_24H:BRD-K26767475-001-05-4:10","HT29","BRD-K26767475_10 uM_24 h"
"1311","CPC006_HT29_6H:P19","HT29","BMS-536924_12 uM_6 h"
"1312","CPC013_HT29_6H:D11","HT29","BRD-K06765193_10 uM_6 h"
"1313","CPC018_HT29_6H:BRD-K88329126-001-01-0:10","HT29","BRD-K88329126_10 uM_6 h"
"1314","CPC018_HT29_6H:BRD-K31542390-001-01-5:10","HT29","BRD-K31542390_10 uM_6 h"
"1315","CPC018_A375_6H:BRD-K18787491-001-07-8:10","A375","U-0126_10 uM_6 h"
"1316","CPC015_HT29_6H:BRD-K42500029-001-01-9:10","HT29","CGP-57380_10 uM_6 h"
"1317","CPC006_A375_24H:BRD-K88510285-001-01-2:0.04","A375","bortezomib_0.04 uM_24 h"
"1318","CPC006_HT29_24H:BRD-K52075040-001-03-0:44.4","HT29","cerulenin_40 uM_24 h"
"1319","CPC008_HT29_6H:BRD-K29506255-019-01-0:10","HT29","BRD-K29506255_10 uM_6 h"
"1320","CPC008_HT29_6H:BRD-K06180729-001-03-3:10","HT29","DM-163_10 uM_6 h"
"1321","CPC012_A375_6H:H18","A375","BRD-K61717269_10 uM_6 h"
"1322","CPC014_HT29_6H:BRD-K16485616-001-03-0:10","HT29","mocetinostat_10 uM_6 h"
"1323","CPC015_HT29_6H:BRD-K36198571-001-01-2:10","HT29","WAY-170523_10 uM_6 h"
"1324","CPC015_HT29_6H:BRD-K98490050-001-01-8:10","HT29","amsacrine_10 uM_6 h"
"1325","CPC006_HT29_6H:P09","HT29","CD-437_12 uM_6 h"
"1326","CPC012_A375_6H:E14","A375","BRD-K36087356_10 uM_6 h"
"1327","CPC016_HT29_6H:BRD-K59331372-001-01-2:10","HT29","SB-366791_10 uM_6 h"
"1328","CPC005_A375_6H:BRD-A72711497-236-02-0:10","A375","lasalocid_10 uM_6 h"
"1329","CPC009_HT29_6H:BRD-A16998493-001-01-6:10","HT29","etodolac_10 uM_6 h"
"1330","CPC006_HT29_24H:BRD-K06593056-001-02-2:20","HT29","LE-135_20 uM_24 h"
"1331","CPC018_A375_6H:BRD-K25906698-303-01-9:10","A375","immepip_10 uM_6 h"
"1332","CPC006_HT29_24H:BRD-K53414658-001-01-7:10","HT29","tivozanib_10 uM_24 h"
"1333","CPC013_HT29_6H:G21","HT29","afatinib_10 uM_6 h"
"1334","CPC018_HT29_6H:BRD-K15616905-001-01-5:10","HT29","CCCP_10 uM_6 h"
"1335","CPC019_HT29_6H:BRD-K51320264-001-04-8:10","HT29","BRD-K51320264_10 uM_6 h"
"1336","CPC020_A375_6H:BRD-A51182606-001-07-4:10","A375","BRD-A51182606_10 uM_6 h"
"1337","CPC006_A375_6H:P19","A375","BMS-536924_12 uM_6 h"
"1338","CPC013_A375_6H:BRD-K48950795-001-01-2:10","A375","BRD-K48950795_10 uM_6 h"
"1339","CPC020_HT29_6H:BRD-K06666320-001-06-7:10","HT29","MW-STK33-23_10 uM_6 h"
"1340","CPC012_A375_6H:J02","A375","sirolimus_10 uM_6 h"
"1341","CPC016_HT29_6H:BRD-K12079898-001-01-8:10","HT29","PD-160170_10 uM_6 h"
"1342","CPC020_A375_6H:BRD-A75144621-001-02-8:10","A375","digoxin_10 uM_6 h"
"1343","CPC008_A375_6H:G08","A375","BRD-K52163391_10 uM_6 h"
"1344","CPC015_A375_6H:BRD-K92428153-001-01-0:10","A375","mycophenolate-mofetil_10 uM_6 h"
"1345","CPC006_HT29_24H:BRD-A68631409-001-01-3:10","HT29","evodiamine_10 uM_24 h"
"1346","CPC016_A375_6H:BRD-K87991767-001-02-0:10","A375","umbelliferone_10 uM_6 h"
"1347","CPC016_A375_6H:BRD-A33833419-003-01-1:10","A375","TER-14687_10 uM_6 h"
"1348","CPC008_HT29_6H:BRD-K59470558-003-02-8:10","HT29","BRD-K59470558_10 uM_6 h"
"1349","CPC008_HT29_6H:BRD-K39507792-001-04-8:10","HT29","BRD-K39507792_10 uM_6 h"
"1350","CPC006_A375_6H:P22","A375","BRD-K05649647_20 uM_6 h"
"1351","CPC018_A375_6H:BRD-K72895815-001-01-4:10","A375","SSR-69071_10 uM_6 h"
"1352","CPC005_A375_6H:BRD-K50836978-001-01-7:10","A375","purvalanol-a_10 uM_6 h"
"1353","CPC005_A375_24H:BRD-K93080877-001-02-1:10","A375","BRD-K93080877_10 uM_24 h"
"1354","CPC013_HT29_6H:E19","HT29","danusertib_10 uM_6 h"
"1355","CPC013_HT29_6H:O04","HT29","HG-5-88-01_10 uM_6 h"
"1356","CPC019_HT29_6H:BRD-K31706415-001-01-7:10","HT29","BRD-K31706415_10 uM_6 h"
"1357","CPC014_HT29_6H:BRD-K49669041-001-02-7:10","HT29","BX-912_10 uM_6 h"
"1358","CPC015_HT29_6H:BRD-A53131506-001-01-3:10","HT29","BRD-A53131506_10 uM_6 h"
"1359","CPC011_HT29_6H:BRD-K01095011-001-10-0:10","HT29","finasteride_10 uM_6 h"
"1360","CPC019_A375_6H:BRD-K91145395-001-02-7:10","A375","prostratin_10 uM_6 h"
"1361","CPC004_HT29_6H:BRD-K12539581-001-14-6:10","HT29","nocodazole_10 uM_6 h"
"1362","CPC006_HT29_6H:L07","HT29","BRD-K92317137_10 uM_6 h"
"1363","CPC008_HT29_6H:BRD-K44366801-001-04-1:10","HT29","BRD-K44366801_10 uM_6 h"
"1364","CPC014_HT29_6H:BRD-K81142122-001-15-8:10","HT29","STK-249718_10 uM_6 h"
"1365","CPC005_HT29_6H:BRD-A85280935-003-01-7:10","HT29","quinpirole_10 uM_6 h"
"1366","CPC015_A375_6H:BRD-K36198571-001-01-2:10","A375","WAY-170523_10 uM_6 h"
"1367","CPC005_A375_24H:BRD-A43849199-001-02-3:10","A375","karakoline_10 uM_24 h"
"1368","CPC014_HT29_6H:BRD-K09790412-001-03-8:10","HT29","H-9_10 uM_6 h"
"1369","CPC019_A375_6H:BRD-K60070073-001-02-3:10","A375","BRD-K60070073_10 uM_6 h"
"1370","CPC020_HT29_6H:BRD-K83048312-001-01-5:10","HT29","JL-7-128_10 uM_6 h"
"1371","CPC020_HT29_6H:BRD-K55473186-001-01-2:10","HT29","YL-61_10 uM_6 h"
"1372","CPC008_HT29_6H:BRD-K00910650-001-01-6:10","HT29","BRD-K00910650_10 uM_6 h"
"1373","CPC008_HT29_6H:BRD-K32636001-001-01-5:10","HT29","BRD-K32636001_10 uM_6 h"
"1374","CPC008_HT29_6H:BRD-K66884694-001-05-3:10","HT29","BRD-K66884694_10 uM_6 h"
"1375","CPC012_A375_6H:H11","A375","latrunculin-b_10 uM_6 h"
"1376","CPC019_HT29_6H:BRD-K96076993-001-01-7:10","HT29","SA-25547_10 uM_6 h"
"1377","CPC018_A375_6H:BRD-K35531059-001-02-4:10","A375","molsidomine_10 uM_6 h"
"1378","CPC010_A375_6H:P23","A375","dactinomycin_10 uM_6 h"
"1379","CPC019_A375_6H:BRD-K86027709-001-01-7:10","A375","BRD-K86027709_10 uM_6 h"
"1380","CPC006_A375_24H:BRD-K74236984-001-01-4:10","A375","UNC-0321_10 uM_24 h"
